,COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR.AXIS_ASPECT_RATIO,MAX.LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR.AXIS_RECTANGULARITY,MAX.LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,bus,opel,saab,van
10,0.2826086956521739,0.11538461538461539,0.42857142857142855,0.16666666666666666,0.15384615384615385,0.12244897959183673,0.14093959731543623,0.6857142857142857,0.09090909090909091,0.17647058823529413,0.12105263157894737,0.10073710073710074,0.09868421052631579,0.08,0.09090909090909091,0.24390243902439024,0.6428571428571429,0.7,0,0,0,1
11,0.3695652173913043,0.038461538461538464,0.37142857142857144,0.13596491228070176,0.08791208791208792,0.061224489795918366,0.0738255033557047,0.8,0.0,0.0,0.09473684210526316,0.04914004914004914,0.039473684210526314,0.06666666666666667,0.22727272727272727,0.6341463414634146,0.7142857142857143,0.7,0,0,1,0
12,0.32608695652173914,0.5,0.4857142857142857,0.2894736842105263,0.23076923076923078,0.061224489795918366,0.2684563758389262,0.4857142857142857,0.18181818181818182,0.4411764705882353,0.2631578947368421,0.20270270270270271,0.5263157894736842,0.14666666666666667,0.22727272727272727,0.2682926829268293,0.4642857142857143,0.4666666666666667,1,0,0,0
13,0.34782608695652173,0.34615384615384615,0.6428571428571429,0.17105263157894737,0.12087912087912088,0.14285714285714285,0.2684563758389262,0.5142857142857142,0.18181818181818182,0.38235294117647056,0.22631578947368422,0.1977886977886978,0.3223684210526316,0.16,0.36363636363636365,0.3170731707317073,0.39285714285714285,0.5333333333333333,0,0,0,1
14,0.45652173913043476,0.6153846153846154,0.5571428571428572,0.4298245614035088,0.26373626373626374,0.04081632653061224,0.4161073825503356,0.3142857142857143,0.36363636363636365,0.5294117647058824,0.3473684210526316,0.3452088452088452,0.618421052631579,0.14666666666666667,0.2727272727272727,0.04878048780487805,0.75,0.6,1,0,0,0
15,0.5,0.8461538461538461,0.9,0.42105263157894735,0.1978021978021978,0.12244897959183673,0.6174496644295302,0.17142857142857143,0.5454545454545454,0.7058823529411765,0.5105263157894737,0.5405405405405406,0.881578947368421,0.18666666666666668,0.2727272727272727,0.04878048780487805,0.35714285714285715,0.43333333333333335,0,1,0,0
16,0.34782608695652173,0.11538461538461539,0.15714285714285714,0.017543859649122806,0.054945054945054944,0.061224489795918366,0.040268456375838924,0.8857142857142857,0.0,0.16176470588235295,0.03684210526315789,0.02702702702702703,0.08552631578947369,0.26666666666666666,0.09090909090909091,0.34146341463414637,0.17857142857142858,0.13333333333333333,0,0,0,1
17,0.5652173913043478,0.3076923076923077,0.5285714285714286,0.40350877192982454,0.24175824175824176,0.061224489795918366,0.436241610738255,0.2857142857142857,0.36363636363636365,0.3088235294117647,0.37894736842105264,0.36977886977886976,0.2565789473684211,0.16,0.18181818181818182,0.24390243902439024,0.7857142857142857,0.6,1,0,0,0
18,0.6739130434782609,0.8076923076923077,0.8571428571428571,0.35526315789473684,0.15384615384615385,0.14285714285714285,0.697986577181208,0.14285714285714285,0.6363636363636364,0.8088235294117647,0.5,0.6167076167076168,0.7105263157894737,0.18666666666666668,0.22727272727272727,0.2682926829268293,0.32142857142857145,0.4666666666666667,0,0,1,0
19,0.6086956521739131,0.8846153846153846,0.8571428571428571,0.4824561403508772,0.24175824175824176,0.14285714285714285,0.6442953020134228,0.17142857142857143,0.6363636363636364,0.75,0.5105263157894737,0.5737100737100738,0.7302631578947368,0.18666666666666668,0.2727272727272727,0.12195121951219512,0.35714285714285715,0.4,0,1,0,0
20,0.2391304347826087,0.5384615384615384,0.5,0.21052631578947367,0.18681318681318682,0.061224489795918366,0.28187919463087246,0.4857142857142857,0.18181818181818182,0.39705882352941174,0.23684210526315788,0.20884520884520885,0.47368421052631576,0.2,0.0,0.07317073170731707,0.32142857142857145,0.36666666666666664,1,0,0,0
21,0.2391304347826087,0.15384615384615385,0.18571428571428572,0.07017543859649122,0.13186813186813187,0.04081632653061224,0.0738255033557047,0.8285714285714286,0.0,0.10294117647058823,0.05789473684210526,0.045454545454545456,0.13815789473684212,0.29333333333333333,0.3181818181818182,0.024390243902439025,0.10714285714285714,0.06666666666666667,0,0,0,1
22,0.45652173913043476,0.38461538461538464,0.34285714285714286,0.2982456140350877,0.24175824175824176,0.08163265306122448,0.2550335570469799,0.4857142857142857,0.18181818181818182,0.35294117647058826,0.20526315789473684,0.19656019656019655,0.4276315789473684,0.10666666666666667,0.4090909090909091,0.024390243902439025,0.8214285714285714,0.8333333333333334,1,0,0,0
23,0.30434782608695654,0.23076923076923078,0.42857142857142855,0.18859649122807018,0.15384615384615385,0.08163265306122448,0.2080536912751678,0.5714285714285714,0.09090909090909091,0.2647058823529412,0.17894736842105263,0.1511056511056511,0.19078947368421054,0.12,0.045454545454545456,0.04878048780487805,0.5714285714285714,0.6,1,0,0,0
24,0.5652173913043478,0.7692307692307693,0.9285714285714286,0.5,0.2087912087912088,0.16326530612244897,0.6174496644295302,0.17142857142857143,0.5454545454545454,0.6911764705882353,0.4789473684210526,0.5393120393120393,0.7368421052631579,0.10666666666666667,0.0,0.14634146341463414,0.5357142857142857,0.6666666666666666,0,0,1,0
25,0.2608695652173913,0.46153846153846156,0.5714285714285714,0.2149122807017544,0.18681318681318682,0.12244897959183673,0.2348993288590604,0.5428571428571428,0.18181818181818182,0.4411764705882353,0.20526315789473684,0.171990171990172,0.40789473684210525,0.14666666666666667,0.045454545454545456,0.0975609756097561,0.42857142857142855,0.6,0,0,0,1
26,0.21739130434782608,0.11538461538461539,0.2,0.06140350877192982,0.10989010989010989,0.061224489795918366,0.10738255033557047,0.7714285714285715,0.09090909090909091,0.10294117647058823,0.06842105263157895,0.06633906633906633,0.17763157894736842,0.29333333333333333,0.2727272727272727,0.07317073170731707,0.10714285714285714,0.06666666666666667,0,0,1,0
27,0.7391304347826086,0.8076923076923077,0.8285714285714286,0.4298245614035088,0.1978021978021978,0.16326530612244897,0.7114093959731543,0.14285714285714285,0.7272727272727273,0.7205882352941176,0.5210526315789473,0.628992628992629,0.6842105263157895,0.16,0.045454545454545456,0.6829268292682927,0.39285714285714285,0.6,0,0,1,0
28,0.6304347826086957,0.46153846153846156,0.6428571428571429,0.38596491228070173,0.18681318681318682,0.061224489795918366,0.5369127516778524,0.2,0.45454545454545453,0.4117647058823529,0.45789473684210524,0.4742014742014742,0.3355263157894737,0.21333333333333335,0.2727272727272727,0.17073170731707318,0.6785714285714286,0.4,1,0,0,0
29,0.15217391304347827,0.19230769230769232,0.32857142857142857,0.10526315789473684,0.08791208791208792,0.08163265306122448,0.22818791946308725,0.5714285714285714,0.18181818181818182,0.17647058823529413,0.2,0.1597051597051597,0.3026315789473684,0.30666666666666664,0.4090909090909091,0.4878048780487805,0.14285714285714285,0.13333333333333333,0,0,1,0
30,0.34782608695652173,0.38461538461538464,0.6428571428571429,0.2412280701754386,0.18681318681318682,0.16326530612244897,0.28859060402684567,0.4857142857142857,0.18181818181818182,0.4852941176470588,0.22631578947368422,0.2113022113022113,0.40789473684210525,0.16,0.22727272727272727,0.21951219512195122,0.32142857142857145,0.5,0,0,0,1
31,0.32608695652173914,0.34615384615384615,0.5285714285714286,0.20175438596491227,0.12087912087912088,0.10204081632653061,0.18791946308724833,0.6,0.09090909090909091,0.35294117647058826,0.18421052631578946,0.1339066339066339,0.3026315789473684,0.05333333333333334,0.45454545454545453,0.2682926829268293,0.7857142857142857,0.8,0,0,1,0
32,0.43478260869565216,0.07692307692307693,0.37142857142857144,0.2149122807017544,0.13186813186813187,0.061224489795918366,0.20134228187919462,0.5714285714285714,0.09090909090909091,0.14705882352941177,0.16842105263157894,0.14742014742014742,0.05263157894736842,0.05333333333333334,0.22727272727272727,0.3170731707317073,0.75,0.7,0,1,0,0
33,0.6086956521739131,0.5769230769230769,0.9571428571428572,0.5131578947368421,0.23076923076923078,0.14285714285714285,0.6442953020134228,0.17142857142857143,0.6363636363636364,0.5294117647058824,0.5368421052631579,0.5614250614250614,0.6052631578947368,0.13333333333333333,0.22727272727272727,0.926829268292683,0.5,0.7,0,1,0,0
34,0.30434782608695654,0.19230769230769232,0.6428571428571429,0.3157894736842105,0.15384615384615385,0.10204081632653061,0.348993288590604,0.4,0.2727272727272727,0.16176470588235295,0.29473684210526313,0.2678132678132678,0.11842105263157894,0.04,0.045454545454545456,0.6097560975609756,0.7857142857142857,0.8,0,1,0,0
35,0.5869565217391305,0.5,0.7142857142857143,0.29385964912280704,0.21978021978021978,0.12244897959183673,0.30201342281879195,0.4857142857142857,0.2727272727272727,0.47058823529411764,0.21052631578947367,0.2199017199017199,0.47368421052631576,0.09333333333333334,0.7727272727272727,0.17073170731707318,0.5714285714285714,0.6333333333333333,0,0,0,1
36,0.1956521739130435,0.4230769230769231,0.45714285714285713,0.05701754385964912,0.054945054945054944,0.08163265306122448,0.2684563758389262,0.5142857142857142,0.18181818181818182,0.4264705882352941,0.23157894736842105,0.19164619164619165,0.4276315789473684,0.29333333333333333,0.09090909090909091,0.04878048780487805,0.14285714285714285,0.13333333333333333,1,0,0,0
37,0.3695652173913043,0.5769230769230769,0.6571428571428571,0.881578947368421,0.8681318681318682,0.9387755102040817,0.2751677852348993,0.5142857142857142,0.18181818181818182,0.5588235294117647,0.7473684210526316,0.19901719901719903,0.5789473684210527,0.7733333333333333,0.0,0.36585365853658536,0.32142857142857145,0.43333333333333335,0,0,0,1
38,0.717391304347826,0.7692307692307693,0.8285714285714286,0.31140350877192985,0.07692307692307693,0.14285714285714285,0.697986577181208,0.14285714285714285,0.6363636363636364,0.7794117647058824,0.5526315789473685,0.6228501228501229,0.6973684210526315,0.18666666666666668,0.045454545454545456,0.21951219512195122,0.39285714285714285,0.5333333333333333,0,0,1,0
39,0.17391304347826086,0.46153846153846156,0.4,0.2807017543859649,0.2857142857142857,0.061224489795918366,0.26174496644295303,0.5142857142857142,0.18181818181818182,0.4117647058823529,0.22631578947368422,0.18673218673218672,0.4868421052631579,0.2,0.3181818181818182,0.0,0.25,0.26666666666666666,1,0,0,0
40,0.4782608695652174,0.5769230769230769,0.9142857142857143,0.4780701754385965,0.21978021978021978,0.12244897959183673,0.6241610738255033,0.17142857142857143,0.5454545454545454,0.4852941176470588,0.5105263157894737,0.5454545454545454,0.5921052631578947,0.18666666666666668,0.22727272727272727,0.21951219512195122,0.35714285714285715,0.4,0,1,0,0
41,0.32608695652173914,0.15384615384615385,0.15714285714285714,0.0,0.054945054945054944,0.04081632653061224,0.04697986577181208,0.8857142857142857,0.0,0.14705882352941177,0.02631578947368421,0.028255528255528257,0.08552631578947369,0.3466666666666667,0.36363636363636365,0.3902439024390244,0.10714285714285714,0.06666666666666667,0,0,0,1
42,0.45652173913043476,0.6153846153846154,0.6714285714285714,0.14035087719298245,0.07692307692307693,0.16326530612244897,0.3087248322147651,0.4857142857142857,0.2727272727272727,0.6470588235294118,0.25263157894736843,0.22358722358722358,0.4868421052631579,0.2,0.22727272727272727,0.12195121951219512,0.25,0.43333333333333335,0,0,0,1
43,0.43478260869565216,0.15384615384615385,0.5142857142857142,0.34210526315789475,0.17582417582417584,0.10204081632653061,0.348993288590604,0.4,0.2727272727272727,0.23529411764705882,0.32105263157894737,0.2714987714987715,0.17763157894736842,0.09333333333333334,0.18181818181818182,0.17073170731707318,0.5714285714285714,0.5333333333333333,0,0,1,0
44,1.0,0.8076923076923077,0.9428571428571428,0.5043859649122807,0.1978021978021978,0.1836734693877551,0.6778523489932886,0.14285714285714285,0.6363636363636364,0.7205882352941176,0.48947368421052634,0.6031941031941032,0.7894736842105263,0.08,0.9090909090909091,0.024390243902439025,0.5714285714285714,0.7,0,0,1,0
45,0.43478260869565216,0.5,0.6,0.17543859649122806,0.12087912087912088,0.16326530612244897,0.31543624161073824,0.4857142857142857,0.2727272727272727,0.6176470588235294,0.2631578947368421,0.22972972972972974,0.506578947368421,0.22666666666666666,0.09090909090909091,0.0975609756097561,0.25,0.43333333333333335,0,0,0,1
46,0.391304347826087,0.38461538461538464,0.42857142857142855,0.12280701754385964,0.08791208791208792,0.10204081632653061,0.12080536912751678,0.7142857142857143,0.09090909090909091,0.4117647058823529,0.15263157894736842,0.08476658476658476,0.2894736842105263,0.13333333333333333,0.045454545454545456,0.1951219512195122,0.5,0.43333333333333335,0,0,0,1
47,0.2608695652173913,0.34615384615384615,0.37142857142857144,0.07456140350877193,0.07692307692307693,0.061224489795918366,0.24161073825503357,0.5714285714285714,0.18181818181818182,0.3382352941176471,0.22105263157894736,0.16339066339066338,0.40789473684210525,0.37333333333333335,0.2727272727272727,0.34146341463414637,0.14285714285714285,0.03333333333333333,1,0,0,0
48,0.34782608695652173,0.5384615384615384,0.5857142857142857,0.18421052631578946,0.18681318681318682,0.16326530612244897,0.2953020134228188,0.5142857142857142,0.2727272727272727,0.6617647058823529,0.21052631578947367,0.20638820638820637,0.5,0.21333333333333335,0.2727272727272727,0.3170731707317073,0.2857142857142857,0.4,0,0,0,1
49,0.391304347826087,0.46153846153846156,0.5571428571428572,0.31140350877192985,0.13186813186813187,0.12244897959183673,0.3422818791946309,0.4,0.2727272727272727,0.4411764705882353,0.28421052631578947,0.2702702702702703,0.4407894736842105,0.02666666666666667,0.0,0.24390243902439024,0.8214285714285714,0.9,0,0,1,0
50,0.10869565217391304,0.19230769230769232,0.32857142857142857,0.043859649122807015,0.04395604395604396,0.061224489795918366,0.20134228187919462,0.6,0.18181818181818182,0.17647058823529413,0.16842105263157894,0.14127764127764128,0.2236842105263158,0.22666666666666666,0.09090909090909091,0.0975609756097561,0.17857142857142858,0.13333333333333333,0,0,1,0
51,0.41304347826086957,0.19230769230769232,0.44285714285714284,0.3026315789473684,0.2087912087912088,0.08163265306122448,0.28187919463087246,0.4857142857142857,0.18181818181818182,0.22058823529411764,0.26842105263157895,0.21007371007371006,0.11842105263157894,0.13333333333333333,0.18181818181818182,0.5853658536585366,0.4642857142857143,0.4666666666666667,0,0,1,0
52,0.5434782608695652,0.8461538461538461,0.8714285714285714,0.5394736842105263,0.25274725274725274,0.12244897959183673,0.6577181208053692,0.14285714285714285,0.6363636363636364,0.7352941176470589,0.5578947368421052,0.585995085995086,0.875,0.16,0.045454545454545456,0.14634146341463414,0.42857142857142855,0.5333333333333333,0,1,0,0
53,0.6086956521739131,0.34615384615384615,0.3142857142857143,0.30701754385964913,0.21978021978021978,0.061224489795918366,0.2483221476510067,0.4857142857142857,0.18181818181818182,0.3088235294117647,0.20526315789473684,0.1928746928746929,0.34868421052631576,0.06666666666666667,0.3181818181818182,0.2682926829268293,0.9285714285714286,0.9333333333333333,1,0,0,0
54,0.6086956521739131,0.8846153846153846,0.9142857142857143,0.3508771929824561,0.06593406593406594,0.061224489795918366,0.9731543624161074,0.0,1.0,0.7352941176470589,0.7631578947368421,0.9484029484029484,0.7763157894736842,0.30666666666666664,0.22727272727272727,0.6341463414634146,0.14285714285714285,0.1,1,0,0,0
55,0.45652173913043476,0.11538461538461539,0.37142857142857144,0.20175438596491227,0.15384615384615385,0.10204081632653061,0.14093959731543623,0.6857142857142857,0.09090909090909091,0.25,0.12631578947368421,0.09950859950859951,0.046052631578947366,0.02666666666666667,0.4090909090909091,0.07317073170731707,0.8928571428571429,0.9,0,0,0,1
56,0.5217391304347826,0.4230769230769231,0.8,0.39473684210526316,0.17582417582417584,0.12244897959183673,0.4899328859060403,0.2857142857142857,0.45454545454545453,0.38235294117647056,0.37894736842105264,0.40294840294840295,0.34868421052631576,0.08,0.18181818181818182,0.1951219512195122,0.5357142857142857,0.6,0,0,1,0
57,0.34782608695652173,0.5384615384615384,0.6285714285714286,0.12280701754385964,0.08791208791208792,0.16326530612244897,0.30201342281879195,0.5142857142857142,0.2727272727272727,0.6176470588235294,0.20526315789473684,0.20884520884520885,0.42105263157894735,0.18666666666666668,0.22727272727272727,0.21951219512195122,0.21428571428571427,0.36666666666666664,0,0,0,1
58,0.7391304347826086,0.7692307692307693,0.9,0.5087719298245614,0.2087912087912088,0.16326530612244897,0.6510067114093959,0.17142857142857143,0.6363636363636364,0.6617647058823529,0.4842105263157895,0.5761670761670762,0.6578947368421053,0.08,0.0,0.024390243902439025,0.5357142857142857,0.6666666666666666,0,1,0,0
59,0.2608695652173913,0.23076923076923078,0.4,0.06140350877192982,0.054945054945054944,0.04081632653061224,0.10738255033557047,0.7714285714285715,0.09090909090909091,0.25,0.09473684210526316,0.07002457002457002,0.19736842105263158,0.2,0.36363636363636365,0.1951219512195122,0.21428571428571427,0.2,0,0,0,1
60,0.6521739130434783,0.6538461538461539,0.8285714285714286,0.4692982456140351,0.17582417582417584,0.12244897959183673,0.5436241610738255,0.22857142857142856,0.45454545454545453,0.6323529411764706,0.4421052631578947,0.4705159705159705,0.48026315789473684,0.05333333333333334,0.22727272727272727,0.12195121951219512,0.7857142857142857,0.7666666666666667,0,1,0,0
61,0.08695652173913043,0.19230769230769232,0.32857142857142857,0.13157894736842105,0.13186813186813187,0.04081632653061224,0.12080536912751678,0.7428571428571429,0.09090909090909091,0.17647058823529413,0.07894736842105263,0.0773955773955774,0.17763157894736842,0.25333333333333335,0.5909090909090909,0.5121951219512195,0.25,0.2,0,1,0,0
62,0.5,0.2692307692307692,0.42857142857142855,0.06578947368421052,0.03296703296703297,0.10204081632653061,0.16778523489932887,0.6857142857142857,0.09090909090909091,0.3382352941176471,0.16842105263157894,0.10442260442260443,0.17763157894736842,0.26666666666666666,0.45454545454545453,0.3170731707317073,0.25,0.06666666666666667,0,0,0,1
63,0.21739130434782608,0.34615384615384615,0.37142857142857144,0.2236842105263158,0.21978021978021978,0.08163265306122448,0.2550335570469799,0.5428571428571428,0.18181818181818182,0.38235294117647056,0.23157894736842105,0.18304668304668303,0.3092105263157895,0.24,0.18181818181818182,0.04878048780487805,0.21428571428571427,0.23333333333333334,1,0,0,0
64,0.43478260869565216,0.46153846153846156,0.6571428571428571,0.42105263157894735,0.24175824175824176,0.08163265306122448,0.48322147651006714,0.2571428571428571,0.45454545454545453,0.39705882352941174,0.38421052631578945,0.41646191646191644,0.46710526315789475,0.16,0.0,0.0975609756097561,0.6428571428571429,0.5333333333333333,1,0,0,0
65,0.34782608695652173,0.3076923076923077,0.5,0.16666666666666666,0.0989010989010989,0.08163265306122448,0.22818791946308725,0.5714285714285714,0.18181818181818182,0.27941176470588236,0.21052631578947367,0.16339066339066338,0.2894736842105263,0.21333333333333335,0.8181818181818182,0.12195121951219512,0.2857142857142857,0.23333333333333334,0,1,0,0
66,0.17391304347826086,0.38461538461538464,0.4,0.08771929824561403,0.10989010989010989,0.10204081632653061,0.2483221476510067,0.5714285714285714,0.18181818181818182,0.4117647058823529,0.20526315789473684,0.17076167076167076,0.39473684210526316,0.30666666666666664,0.2727272727272727,0.43902439024390244,0.10714285714285714,0.1,1,0,0,0
67,0.5434782608695652,0.8461538461538461,0.8714285714285714,0.5,0.24175824175824176,0.16326530612244897,0.7583892617449665,0.11428571428571428,0.7272727272727273,0.8823529411764706,0.531578947368421,0.6928746928746928,0.6842105263157895,0.18666666666666668,0.2727272727272727,0.34146341463414637,0.39285714285714285,0.4666666666666667,0,1,0,0
68,0.2826086956521739,0.4230769230769231,0.5428571428571428,0.25877192982456143,0.23076923076923078,0.12244897959183673,0.20134228187919462,0.5714285714285714,0.09090909090909091,0.4264705882352941,0.2,0.14864864864864866,0.3881578947368421,0.13333333333333333,0.045454545454545456,0.2682926829268293,0.5,0.6666666666666666,0,0,0,1
69,0.5434782608695652,0.6153846153846154,0.6285714285714286,0.5,0.2967032967032967,0.08163265306122448,0.5234899328859061,0.22857142857142856,0.45454545454545453,0.5294117647058824,0.4105263157894737,0.4594594594594595,0.6381578947368421,0.18666666666666668,0.18181818181818182,0.17073170731707318,0.6785714285714286,0.4666666666666667,1,0,0,0
70,0.5,0.8461538461538461,0.8285714285714286,0.24561403508771928,0.07692307692307693,0.14285714285714285,0.6912751677852349,0.14285714285714285,0.6363636363636364,0.8382352941176471,0.5052631578947369,0.6130221130221131,0.7171052631578947,0.21333333333333335,0.13636363636363635,0.14634146341463414,0.32142857142857145,0.4,0,1,0,0
71,0.5217391304347826,1.0,0.9714285714285714,0.5350877192982456,0.25274725274725274,0.16326530612244897,0.7516778523489933,0.11428571428571428,0.7272727272727273,1.0,0.5,0.6732186732186732,0.6973684210526315,0.13333333333333333,0.45454545454545453,0.6097560975609756,0.35714285714285715,0.5666666666666667,0,1,0,0
72,0.41304347826086957,0.23076923076923078,0.7285714285714285,0.37719298245614036,0.16483516483516483,0.10204081632653061,0.42953020134228187,0.3142857142857143,0.36363636363636365,0.27941176470588236,0.3473684210526316,0.3464373464373464,0.2565789473684211,0.09333333333333334,0.13636363636363635,0.5609756097560976,0.5714285714285714,0.6333333333333333,0,1,0,0
73,0.0,0.15384615384615385,0.18571428571428572,0.02631578947368421,0.07692307692307693,0.061224489795918366,0.09395973154362416,0.8285714285714286,0.09090909090909091,0.14705882352941177,0.02631578947368421,0.052825552825552825,0.23026315789473684,0.29333333333333333,0.045454545454545456,0.36585365853658536,0.0,0.1,0,1,0,0
74,0.34782608695652173,0.34615384615384615,0.7,0.18421052631578946,0.15384615384615385,0.16326530612244897,0.26174496644295303,0.5142857142857142,0.18181818181818182,0.39705882352941174,0.21052631578947367,0.1891891891891892,0.3355263157894737,0.16,0.5,0.5609756097560976,0.39285714285714285,0.6,0,0,0,1
75,0.6086956521739131,0.7692307692307693,0.9,0.4298245614035088,0.17582417582417584,0.12244897959183673,0.5570469798657718,0.22857142857142856,0.45454545454545453,0.6470588235294118,0.42105263157894735,0.47542997542997545,0.6447368421052632,0.10666666666666667,0.22727272727272727,0.12195121951219512,0.5357142857142857,0.5666666666666667,0,1,0,0
76,0.391304347826087,0.23076923076923078,0.6142857142857143,0.2850877192982456,0.14285714285714285,0.10204081632653061,0.40268456375838924,0.34285714285714286,0.36363636363636365,0.23529411764705882,0.3526315789473684,0.32063882063882065,0.2631578947368421,0.16,0.0,0.24390243902439024,0.42857142857142855,0.43333333333333335,0,0,1,0
77,0.2826086956521739,0.2692307692307692,0.3142857142857143,0.15350877192982457,0.16483516483516483,0.08163265306122448,0.2550335570469799,0.5428571428571428,0.18181818181818182,0.22058823529411764,0.18421052631578946,0.17936117936117937,0.40131578947368424,0.29333333333333333,0.09090909090909091,0.07317073170731707,0.14285714285714285,0.13333333333333333,0,0,1,0
78,0.6739130434782609,0.7307692307692307,0.7714285714285715,0.4517543859649123,0.2087912087912088,0.04081632653061224,0.6442953020134228,0.14285714285714285,0.6363636363636364,0.6323529411764706,0.5105263157894737,0.5921375921375921,0.6973684210526315,0.21333333333333335,0.5,0.0975609756097561,0.6071428571428571,0.3333333333333333,1,0,0,0
79,0.34782608695652173,0.4230769230769231,0.4,0.03508771929824561,0.03296703296703297,0.08163265306122448,0.2550335570469799,0.5428571428571428,0.18181818181818182,0.4264705882352941,0.21578947368421053,0.1769041769041769,0.506578947368421,0.37333333333333335,0.2727272727272727,0.12195121951219512,0.10714285714285714,0.03333333333333333,1,0,0,0
80,0.30434782608695654,0.5,0.44285714285714284,0.23684210526315788,0.2087912087912088,0.061224489795918366,0.26174496644295303,0.5142857142857142,0.18181818181818182,0.4117647058823529,0.23684210526315788,0.19533169533169534,0.506578947368421,0.17333333333333334,0.09090909090909091,0.0,0.35714285714285715,0.3,1,0,0,0
81,0.5652173913043478,0.6923076923076923,0.7428571428571429,0.4298245614035088,0.1978021978021978,0.04081632653061224,0.6510067114093959,0.14285714285714285,0.6363636363636364,0.6029411764705882,0.5368421052631579,0.5982800982800983,0.6710526315789473,0.24,0.22727272727272727,0.2682926829268293,0.5357142857142857,0.26666666666666666,1,0,0,0
